message,timestamp
"src/routes/api/questionnaires.ts(213,20): error TS2345: Argument of type '(() => SQL<unknown>) | (() => boolean) | { status: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; id: string; createdAt: Date; updatedAt: Date; workshopId: string | null; ... 6 more ...; instructions: unknown; } | ... 15 more ... | undefined' is not assignable to parameter of type 'SQLWrapper | AnyColumn'.
  Type 'undefined' is not assignable to type 'SQLWrapper | AnyColumn'.
",2025-12-05T16:29:15.818033067Z
"src/routes/api/questionnaires.ts(214,19): error TS2345: Argument of type '(() => SQL<unknown>) | (() => boolean) | { status: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; id: string; createdAt: Date; updatedAt: Date; workshopId: string | null; ... 6 more ...; instructions: unknown; } | ... 15 more ... | undefined' is not assignable to parameter of type 'SQLWrapper | AnyColumn'.
  Type 'undefined' is not assignable to type 'SQLWrapper | AnyColumn'.
",2025-12-05T16:29:15.818064515Z
"src/routes/api/questionnaires.ts(218,31): error TS2339: Property 'count' does not exist on type 'RelationalQueryBuilder<ExtractTablesWithRelations<{ users: PgTableWithColumns<{ name: ""users""; schema: undefined; columns: { id: PgColumn<{ name: ""id""; tableName: ""users""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: true; hasDefault: true; ... 6 more ...; generated: undefine...'.
",2025-12-05T16:29:15.818075897Z
"src/routes/api/questionnaires.ts(242,20): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818080631Z
"src/routes/api/questionnaires.ts(260,9): error TS2353: Object literal may only specify known properties, and '_count' does not exist in type '{ workshop?: true | { columns?: { id?: boolean | undefined; slug?: boolean | undefined; titleI18n?: boolean | undefined; subtitleI18n?: boolean | undefined; descriptionI18n?: boolean | undefined; ... 21 more ...; deletedAt?: boolean | undefined; } | undefined; with?: { ...; } | undefined; extras?: Record<...> | ... ...'.
",2025-12-05T16:29:15.818097734Z
"src/routes/api/questionnaires.ts(282,18): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818105039Z
"src/routes/api/questionnaires.ts(304,8): error TS2769: No overload matches this call.
  Overload 1 of 2, '(value: { createdBy: string | SQL<unknown> | Placeholder<string, any>; title: unknown; status?: ""draft"" | ""published"" | SQL<unknown> | ""review"" | ""closed"" | ""analyzed"" | Placeholder<string, any> | undefined; ... 8 more ...; instructions?: unknown; }): PgInsertBase<...>', gave the following error.
    Type '{ anonymous: boolean; requireConsent: boolean; closeAfterWorkshop: boolean; showAllQuestions: boolean; allowEdit: boolean; questionStyle: ""first_person_plural"" | ""third_person""; maxResponses?: number | undefined; }' is not assignable to type 'SQL<unknown> | Placeholder<string, any> | { anonymous: boolean; requireConsent: boolean; maxResponses: number | null; closeAfterWorkshop: boolean; showAllQuestions: boolean; allowEdit: boolean; questionStyle: ""first_person_plural"" | ""third_person""; } | null | undefined'.
      Type '{ anonymous: boolean; requireConsent: boolean; closeAfterWorkshop: boolean; showAllQuestions: boolean; allowEdit: boolean; questionStyle: ""first_person_plural"" | ""third_person""; maxResponses?: number | undefined; }' is not assignable to type '{ anonymous: boolean; requireConsent: boolean; maxResponses: number | null; closeAfterWorkshop: boolean; showAllQuestions: boolean; allowEdit: boolean; questionStyle: ""first_person_plural"" | ""third_person""; }'.
        Types of property 'maxResponses' are incompatible.
          Type 'number | undefined' is not assignable to type 'number | null'.
            Type 'undefined' is not assignable to type 'number | null'.
  Overload 2 of 2, '(values: { createdBy: string | SQL<unknown> | Placeholder<string, any>; title: unknown; status?: ""draft"" | ""published"" | SQL<unknown> | ""review"" | ""closed"" | ""analyzed"" | Placeholder<string, any> | undefined; ... 8 more ...; instructions?: unknown; }[]): PgInsertBase<...>', gave the following error.
    Object literal may only specify known properties, and 'id' does not exist in type '{ createdBy: string | SQL<unknown> | Placeholder<string, any>; title: unknown; status?: ""draft"" | ""published"" | SQL<unknown> | ""review"" | ""closed"" | ""analyzed"" | Placeholder<string, any> | undefined; ... 8 more ...; instructions?: unknown; }[]'.
",2025-12-05T16:29:15.818150943Z
"src/routes/api/questionnaires.ts(337,30): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818155686Z
"src/routes/api/questionnaires.ts(401,43): error TS2339: Property 'addJob' does not exist on type '{ readonly instance: LLMAnalysisWorker; }'.
",2025-12-05T16:29:15.81819702Z
"src/routes/api/questionnaires.ts(434,29): error TS7030: Not all code paths return a value.
src/routes/api/questionnaires.ts(508,27): error TS7030: Not all code paths return a value.
src/routes/api/questionnaires.ts(563,8): error TS2769: No overload matches this call.
  Overload 1 of 2, '(value: { questionnaireId: string | SQL<unknown> | Placeholder<string, any>; questionId: string | SQL<unknown> | Placeholder<string, any>; answer: unknown; id?: string | SQL<...> | Placeholder<...> | undefined; ... 4 more ...; submittedAt?: SQL<...> | ... 2 more ... | undefined; }): PgInsertBase<...>', gave the following error.
    Argument of type '{ id: string; questionId: string; userId: any; enrollmentId: string | undefined; answer: any; metadata: { ipHash: string; userAgentHash: string; timeSpentMs: any; editCount: number; }; }' is not assignable to parameter of type '{ questionnaireId: string | SQL<unknown> | Placeholder<string, any>; questionId: string | SQL<unknown> | Placeholder<string, any>; answer: unknown; id?: string | SQL<...> | Placeholder<...> | undefined; ... 4 more ...; submittedAt?: SQL<...> | ... 2 more ... | undefined; }'.
      Property 'questionnaireId' is missing in type '{ id: string; questionId: string; userId: any; enrollmentId: string | undefined; answer: any; metadata: { ipHash: string; userAgentHash: string; timeSpentMs: any; editCount: number; }; }' but required in type '{ questionnaireId: string | SQL<unknown> | Placeholder<string, any>; questionId: string | SQL<unknown> | Placeholder<string, any>; answer: unknown; id?: string | SQL<...> | Placeholder<...> | undefined; ... 4 more ...; submittedAt?: SQL<...> | ... 2 more ... | undefined; }'.
  Overload 2 of 2, '(values: { questionnaireId: string | SQL<unknown> | Placeholder<string, any>; questionId: string | SQL<unknown> | Placeholder<string, any>; answer: unknown; id?: string | SQL<...> | Placeholder<...> | undefined; ... 4 more ...; submittedAt?: SQL<...> | ... 2 more ... | undefined; }[]): PgInsertBase<...>', gave the following error.
    Object literal may only specify known properties, and 'id' does not exist in type '{ questionnaireId: string | SQL<unknown> | Placeholder<string, any>; questionId: string | SQL<unknown> | Placeholder<string, any>; answer: unknown; id?: string | SQL<...> | Placeholder<...> | undefined; ... 4 more ...; submittedAt?: SQL<...> | ... 2 more ... | undefined; }[]'.
",2025-12-05T16:29:15.818262582Z
"src/routes/api/questionnaires.ts(570,26): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
  Type 'undefined' is not assignable to type 'string'.
src/routes/api/questionnaires.ts(594,35): error TS7030: Not all code paths return a value.
src/routes/api/workshop-intelligence.ts(282,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818322594Z
"src/routes/api/workshops.ts(85,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818334407Z
"src/routes/api/workshops.ts(109,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818359677Z
"src/routes/api/workshops.ts(176,22): error TS18048: 'filters.offset' is possibly 'undefined'.
src/routes/api/workshops.ts(176,39): error TS18048: 'filters.limit' is possibly 'undefined'.
",2025-12-05T16:29:15.818398414Z
"src/routes/api/workshops.ts(195,3): error TS7030: Not all code paths return a value.
src/routes/api/workshops.ts(229,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818436877Z
"src/routes/api/workshops.ts(265,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818445956Z
"src/routes/api/workshops.ts(313,3): error TS7030: Not all code paths return a value.
src/routes/api/workshops.ts(349,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818481948Z
"src/routes/auth.ts(103,15): error TS7030: Not all code paths return a value.
src/routes/auth.ts(183,15): error TS7030: Not all code paths return a value.
src/routes/auth.ts(272,15): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818538672Z
"src/routes/auth.ts(335,15): error TS7030: Not all code paths return a value.
src/routes/auth.ts(373,15): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.81858527Z
"src/routes/auth.ts(410,15): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818600361Z
"src/routes/auth.ts(507,15): error TS7030: Not all code paths return a value.
src/routes/enrollments.ts(21,7): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
",2025-12-05T16:29:15.818660229Z
"src/routes/enrollments.ts(58,7): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
",2025-12-05T16:29:15.818671434Z
"src/routes/enrollments.ts(133,7): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
src/routes/enrollments.ts(214,7): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
",2025-12-05T16:29:15.818713649Z
"src/routes/enrollments.ts(273,72): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
",2025-12-05T16:29:15.818736398Z
"src/routes/enrollments.ts(339,9): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
",2025-12-05T16:29:15.818741547Z
"src/routes/enrollments.ts(418,9): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
",2025-12-05T16:29:15.818773994Z
"src/routes/public.ts(52,35): error TS7030: Not all code paths return a value.
src/routes/public.ts(106,42): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.81882144Z
"src/routes/public.ts(125,29): error TS2339: Property 'questionGroups' does not exist on type '{ status: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; id: string; createdAt: Date; updatedAt: Date; deletedAt: Date | null; workshopId: string | null; ... 5 more ...; createdBy: string; }'.
",2025-12-05T16:29:15.818838185Z
"src/routes/public.ts(125,49): error TS7006: Parameter 'group' implicitly has an 'any' type.
",2025-12-05T16:29:15.818843597Z
"src/routes/public.ts(130,41): error TS7006: Parameter 'question' implicitly has an 'any' type.
src/routes/public.ts(166,7): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'number | undefined'.
  Type 'string' is not assignable to type 'number'.
",2025-12-05T16:29:15.818882152Z
"src/routes/public.ts(197,9): error TS2322: Type 'string | undefined' is not assignable to type 'number | undefined'.
  Type 'string' is not assignable to type 'number'.
",2025-12-05T16:29:15.818916225Z
"src/routes/public.ts(236,9): error TS2322: Type 'string | undefined' is not assignable to type 'number | undefined'.
  Type 'string' is not assignable to type 'number'.
",2025-12-05T16:29:15.818926177Z
"src/routes/public.ts(262,34): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.818932232Z
"src/routes/public.ts(282,9): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'number | undefined'.
  Type 'string' is not assignable to type 'number'.
",2025-12-05T16:29:15.818957841Z
"src/routes/public.ts(296,7): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'number | undefined'.
  Type 'string' is not assignable to type 'number'.
",2025-12-05T16:29:15.818977875Z
"src/routes/public.ts(324,9): error TS2322: Type 'string | undefined' is not assignable to type 'number | undefined'.
  Type 'string' is not assignable to type 'number'.
",2025-12-05T16:29:15.819003108Z
"src/routes/public.ts(355,7): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'number | undefined'.
  Type 'string' is not assignable to type 'number'.
src/routes/public.ts(376,38): error TS7030: Not all code paths return a value.
src/routes/public.ts(381,70): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'number | undefined'.
  Type 'string' is not assignable to type 'number'.
",2025-12-05T16:29:15.819062219Z
"src/routes/public.ts(406,48): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.819066815Z
"src/routes/public.ts(424,127): error TS2339: Property 'title' does not exist on type '{ status: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; id: string; createdAt: Date; updatedAt: Date; deletedAt: Date | null; workshopId: string | null; ... 5 more ...; createdBy: string; }'.
src/routes/public.ts(425,125): error TS2339: Property 'title' does not exist on type '{ status: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; id: string; createdAt: Date; updatedAt: Date; deletedAt: Date | null; workshopId: string | null; ... 5 more ...; createdBy: string; }'.
src/routes/responses.ts(16,10): error TS2724: '""../services/authService""' has no exported member named 'authService'. Did you mean 'AuthService'?
src/routes/responses.ts(60,3): error TS7030: Not all code paths return a value.
src/routes/responses.ts(89,13): error TS2769: No overload matches this call.
  Overload 1 of 3, '(left: PgColumn<{ name: ""userId""; tableName: ""responses""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: false; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>, right: string | SQLWrapper): SQL<...>', gave the following error.
    Argument of type 'number' is not assignable to parameter of type 'string | SQLWrapper'.
  Overload 2 of 3, '(left: Aliased<number>, right: number | SQLWrapper): SQL<unknown>', gave the following error.
    Argument of type 'PgColumn<{ name: ""userId""; tableName: ""responses""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: false; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is not assignable to parameter of type 'Aliased<number>'.
      Type 'PgColumn<{ name: ""userId""; tableName: ""responses""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: false; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is missing the following properties from type 'Aliased<number>': sql, fieldAlias
  Overload 3 of 3, '(left: never, right: unknown): SQL<unknown>', gave the following error.
    Argument of type 'PgColumn<{ name: ""userId""; tableName: ""responses""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: false; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is not assignable to parameter of type 'never'.
src/routes/responses.ts(185,11): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
src/routes/responses.ts(207,26): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
  Type 'undefined' is not assignable to type 'string'.
src/routes/responses.ts(276,3): error TS7030: Not all code paths return a value.
src/routes/responses.ts(330,9): error TS2367: This comparison appears to be unintentional because the types 'string | null' and 'number' have no overlap.
src/routes/responses.ts(342,26): error TS2339: Property 'status' does not exist on type '{ id: string; updatedAt: Date; userId: string | null; questionnaireId: string; metadata: { ipHash: string; userAgentHash: string; timeSpentMs: number; editCount: number; } | null; questionId: string; enrollmentId: string | null; answer: unknown; submittedAt: Date; question: { ...; }; }'.
",2025-12-05T16:29:15.819284872Z
"src/routes/responses.ts(383,28): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
  Type 'undefined' is not assignable to type 'string'.
",2025-12-05T16:29:15.819297905Z
"src/routes/responses.ts(400,36): error TS2339: Property 'status' does not exist on type '{ id: string; updatedAt: Date; userId: string | null; questionnaireId: string; metadata: { ipHash: string; userAgentHash: string; timeSpentMs: number; editCount: number; } | null; questionId: string; enrollmentId: string | null; answer: unknown; submittedAt: Date; question: { ...; }; }'.
",2025-12-05T16:29:15.819311233Z
"src/routes/responses.ts(438,3): error TS7030: Not all code paths return a value.
src/routes/responses.ts(449,32): error TS2345: Argument of type 'string | ParsedQs | (string | ParsedQs)[]' is not assignable to parameter of type 'string'.
  Type 'ParsedQs' is not assignable to type 'string'.
",2025-12-05T16:29:15.819344831Z
"src/routes/responses.ts(450,33): error TS2345: Argument of type 'string | ParsedQs | (string | ParsedQs)[]' is not assignable to parameter of type 'string'.
  Type 'ParsedQs' is not assignable to type 'string'.
",2025-12-05T16:29:15.819358181Z
"src/routes/responses.ts(475,9): error TS2367: This comparison appears to be unintentional because the types 'string' and 'number' have no overlap.
",2025-12-05T16:29:15.819392022Z
"src/routes/responses.ts(490,11): error TS2322: Type '{ id: Aliased<string>; email: Aliased<string>; name: Aliased<string>; } | null' is not assignable to type 'SQL<unknown> | Aliased<unknown> | PgColumn<ColumnBaseConfig<ColumnDataType, string>, {}, {}> | PgTable<TableConfig> | SelectedFieldsFlat<...>'.
  Type 'null' is not assignable to type 'SQL<unknown> | Aliased<unknown> | PgColumn<ColumnBaseConfig<ColumnDataType, string>, {}, {}> | PgTable<TableConfig> | SelectedFieldsFlat<...>'.
",2025-12-05T16:29:15.819398945Z
"src/routes/responses.ts(514,24): error TS2339: Property 'where' does not exist on type 'Omit<PgSelectBase<""responses"", SelectedFields, ""partial"", Record<""responses"", ""not-null""> & { questions: ""not-null""; } & { question_groups: ""not-null""; } & { users: ""nullable""; }, false, ""where"", { ...; }[], { ...; }>, ""where"">'.
",2025-12-05T16:29:15.819430419Z
"src/routes/responses.ts(547,13): error TS2698: Spread types may only be created from object types.
",2025-12-05T16:29:15.819435722Z
"src/routes/responses.ts(586,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.819448636Z
"src/routes/responses.ts(608,16): error TS2769: No overload matches this call.
  Overload 1 of 3, '(left: PgColumn<{ name: ""userId""; tableName: ""responses""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: false; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>, right: string | SQLWrapper): SQL<...>', gave the following error.
    Argument of type 'number' is not assignable to parameter of type 'string | SQLWrapper'.
  Overload 2 of 3, '(left: Aliased<number>, right: number | SQLWrapper): SQL<unknown>', gave the following error.
    Argument of type 'PgColumn<{ name: ""userId""; tableName: ""responses""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: false; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is not assignable to parameter of type 'Aliased<number>'.
      Type 'PgColumn<{ name: ""userId""; tableName: ""responses""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: false; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is missing the following properties from type 'Aliased<number>': sql, fieldAlias
  Overload 3 of 3, '(left: never, right: unknown): SQL<unknown>', gave the following error.
    Argument of type 'PgColumn<{ name: ""userId""; tableName: ""responses""; dataType: ""string""; columnType: ""PgUUID""; data: string; driverParam: string; notNull: false; hasDefault: false; isPrimaryKey: false; isAutoincrement: false; ... 4 more ...; generated: undefined; }, {}, {}>' is not assignable to parameter of type 'never'.
src/routes/responses.ts(643,22): error TS2339: Property 'status' does not exist on type '{ id: string; updatedAt: Date; userId: string | null; questionnaireId: string; metadata: { ipHash: string; userAgentHash: string; timeSpentMs: number; editCount: number; } | null; questionId: string; enrollmentId: string | null; answer: unknown; submittedAt: Date; question: { ...; }; }'.
",2025-12-05T16:29:15.819511851Z
"src/routes/responses.ts(683,22): error TS2339: Property 'status' does not exist on type '{ id: string; updatedAt: Date; userId: string | null; questionnaireId: string; metadata: { ipHash: string; userAgentHash: string; timeSpentMs: number; editCount: number; } | null; questionId: string; enrollmentId: string | null; answer: unknown; submittedAt: Date; question: { ...; }; }'.
src/routes/responses.ts(685,57): error TS2339: Property 'status' does not exist on type '{ id: string; updatedAt: Date; userId: string | null; questionnaireId: string; metadata: { ipHash: string; userAgentHash: string; timeSpentMs: number; editCount: number; } | null; questionId: string; enrollmentId: string | null; answer: unknown; submittedAt: Date; question: { ...; }; }'.
",2025-12-05T16:29:15.819564592Z
"src/routes/responses.ts(709,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.819578706Z
"src/routes/responses.ts(815,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.819583362Z
"src/routes/responses.ts(885,11): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
src/routes/responses.ts(949,30): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
  Type 'undefined' is not assignable to type 'string'.
src/routes/responses.ts(1029,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.819665552Z
"src/routes/responses.ts(1091,28): error TS2339: Property 'givenAt' does not exist on type '{ id: string; createdAt: Date; updatedAt: Date; userId: string; questionnaireId: string | null; consentType: string; granted: boolean; ipAddress: string | null; userAgent: string | null; }'.
",2025-12-05T16:29:15.819673106Z
"src/routes/responses.ts(1113,3): error TS7030: Not all code paths return a value.
src/routes/responses.ts(1146,9): error TS2367: This comparison appears to be unintentional because the types 'string | null' and 'number' have no overlap.
src/routes/templates.ts(5,10): error TS2724: '""../middleware/auth""' has no exported member named 'authenticateToken'. Did you mean 'authenticateJWT'?
",2025-12-05T16:29:15.819736398Z
"src/routes/templates.ts(5,29): error TS2305: Module '""../middleware/auth""' has no exported member 'requireRole'.
src/routes/templates.ts(49,28): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.819780505Z
"src/routes/templates.ts(90,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.819786016Z
"src/routes/templates.ts(120,11): error TS2322: Type 'string' is not assignable to type 'number'.
src/routes/templates.ts(120,22): error TS18048: 'req.user' is possibly 'undefined'.
",2025-12-05T16:29:15.819828242Z
"src/routes/templates.ts(157,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.81983797Z
"src/routes/templates.ts(170,9): error TS18048: 'req.user' is possibly 'undefined'.
",2025-12-05T16:29:15.81987002Z
"src/routes/templates.ts(170,9): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
",2025-12-05T16:29:15.819878222Z
"src/routes/templates.ts(212,11): error TS18048: 'req.user' is possibly 'undefined'.
src/routes/templates.ts(212,11): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
",2025-12-05T16:29:15.819916039Z
"src/routes/templates.ts(266,3): error TS7030: Not all code paths return a value.
src/routes/templates.ts(282,9): error TS18048: 'req.user' is possibly 'undefined'.
src/routes/templates.ts(282,9): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
",2025-12-05T16:29:15.819968674Z
"src/routes/templates.ts(316,9): error TS18048: 'req.user' is possibly 'undefined'.
",2025-12-05T16:29:15.819999344Z
"src/routes/templates.ts(316,9): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
",2025-12-05T16:29:15.820006111Z
"src/routes/templates.ts(364,38): error TS7030: Not all code paths return a value.
src/routes/templates.ts(430,3): error TS7030: Not all code paths return a value.
src/routes/templates.ts(480,11): error TS18048: 'req.user' is possibly 'undefined'.
",2025-12-05T16:29:15.820064748Z
"src/routes/templates.ts(480,11): error TS2345: Argument of type 'string' is not assignable to parameter of type 'number'.
src/routes/templates.ts(505,12): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.820084179Z
"src/services/analysis-types.ts(70,59): error TS2769: No overload matches this call.
  Overload 3 of 3, '(body: ChatCompletionCreateParamsBase, options?: RequestOptions | undefined): APIPromise<ChatCompletion | Stream<...>>', gave the following error.
    Type '{ role: string; content: string; }' is not assignable to type 'ChatCompletionMessageParam'.
      Types of property 'role' are incompatible.
        Type 'string' is not assignable to type '""function"" | ""assistant"" | ""user"" | ""system"" | ""developer"" | ""tool""'.
  Overload 3 of 3, '(body: ChatCompletionCreateParamsBase, options?: RequestOptions | undefined): APIPromise<ChatCompletion | Stream<...>>', gave the following error.
    Type 'string' is not assignable to type '""function"" | ""assistant"" | ""user"" | ""system"" | ""developer"" | ""tool""'.
",2025-12-05T16:29:15.820100286Z
"src/services/analysis-types.ts(208,23): error TS2339: Property 'pl' does not exist on type '{}'.
",2025-12-05T16:29:15.820128748Z
"src/services/analysis-types.ts(208,45): error TS2339: Property 'en' does not exist on type '{}'.
src/services/analysis-types.ts(679,37): error TS2339: Property 'pl' does not exist on type '{}'.
",2025-12-05T16:29:15.820161689Z
"src/services/analysis-types.ts(679,52): error TS2339: Property 'en' does not exist on type '{}'.
",2025-12-05T16:29:15.820175668Z
"src/services/analysis-types.ts(680,37): error TS2339: Property 'pl' does not exist on type '{}'.
",2025-12-05T16:29:15.820204308Z
"src/services/analysis-types.ts(680,52): error TS2339: Property 'en' does not exist on type '{}'.
",2025-12-05T16:29:15.82023645Z
"src/services/analysis-types.ts(759,28): error TS2339: Property 'pl' does not exist on type '{}'.
",2025-12-05T16:29:15.820242121Z
"src/services/analysis-types.ts(759,50): error TS2339: Property 'en' does not exist on type '{}'.
",2025-12-05T16:29:15.820267764Z
"src/services/analysis-types.ts(770,62): error TS18046: 'b' is of type 'unknown'.
",2025-12-05T16:29:15.820274114Z
"src/services/analysis-types.ts(770,66): error TS18046: 'a' is of type 'unknown'.
",2025-12-05T16:29:15.820295331Z
"src/services/analysis-types.ts(778,11): error TS7053: Element implicitly has an 'any' type because expression of type 'any' can't be used to index type '{ low: number; medium: number; high: number; }'.
",2025-12-05T16:29:15.820326909Z
"src/services/analysis-types.ts(779,9): error TS7053: Element implicitly has an 'any' type because expression of type 'any' can't be used to index type '{ low: number; medium: number; high: number; }'.
",2025-12-05T16:29:15.820333094Z
"src/services/analysis-types.ts(976,17): error TS2304: Cannot find name 'llmAnalyses'.
",2025-12-05T16:29:15.820365383Z
"src/services/analysis-types.ts(977,16): error TS2304: Cannot find name 'desc'.
",2025-12-05T16:29:15.820383382Z
"src/services/analysis-types.ts(977,21): error TS2304: Cannot find name 'llmAnalyses'.
",2025-12-05T16:29:15.820399039Z
"src/services/analysis-types.ts(1008,25): error TS7053: Element implicitly has an 'any' type because expression of type 'any' can't be used to index type '{ high: number; medium: number; low: number; }'.
src/services/analysis-types.ts(1009,25): error TS7053: Element implicitly has an 'any' type because expression of type 'any' can't be used to index type '{ high: number; medium: number; low: number; }'.
",2025-12-05T16:29:15.820440025Z
"src/services/analysis-websocket.ts(15,46): error TS2304: Cannot find name 'Socket'.
",2025-12-05T16:29:15.820466831Z
"src/services/analysis-websocket.ts(43,17): error TS2345: Argument of type '(socket: AuthenticatedSocket, next: (err?: ExtendedError | undefined) => void) => Promise<void>' is not assignable to parameter of type '(socket: Socket<DefaultEventsMap, DefaultEventsMap, DefaultEventsMap, any>, next: (err?: ExtendedError | undefined) => void) => void'.
  Types of parameters 'socket' and 'socket' are incompatible.
    Type 'Socket<DefaultEventsMap, DefaultEventsMap, DefaultEventsMap, any>' is missing the following properties from type 'AuthenticatedSocket': userId, userEmail
",2025-12-05T16:29:15.820489565Z
"src/services/analysis-websocket.ts(45,30): error TS2339: Property 'handshake' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.82052169Z
"src/services/analysis-websocket.ts(45,61): error TS2339: Property 'handshake' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(67,65): error TS18046: 'error' is of type 'unknown'.
",2025-12-05T16:29:15.820544625Z
"src/services/analysis-websocket.ts(77,30): error TS2345: Argument of type '(socket: AuthenticatedSocket) => void' is not assignable to parameter of type '(socket: Socket<DefaultEventsMap, DefaultEventsMap, DefaultEventsMap, any>) => void'.
  Types of parameters 'socket' and 'socket' are incompatible.
    Type 'Socket<DefaultEventsMap, DefaultEventsMap, DefaultEventsMap, any>' is missing the following properties from type 'AuthenticatedSocket': userId, userEmail
",2025-12-05T16:29:15.82057911Z
"src/services/analysis-websocket.ts(80,26): error TS2339: Property 'id' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.820589065Z
"src/services/analysis-websocket.ts(84,14): error TS2339: Property 'on' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.820593631Z
"src/services/analysis-websocket.ts(89,14): error TS2339: Property 'on' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(90,9): error TS1308: 'await' expressions are only allowed within async functions and at the top levels of modules.
",2025-12-05T16:29:15.820647398Z
"src/services/analysis-websocket.ts(94,14): error TS2339: Property 'on' does not exist on type 'AuthenticatedSocket'.
src/services/analysis-websocket.ts(99,14): error TS2339: Property 'on' does not exist on type 'AuthenticatedSocket'.
",2025-12-05T16:29:15.820675548Z
